Fecha de contabilización;Nombre de proyecto;Nombre de cuenta;Glosa de línea;Comprobante;Prefijo;Número folio;Monto;Valor UF;Total UF
31-03-2018;Las Condes;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1211626;;;3330371;$26.966,89;UF  123,50
31-03-2018;Las Condes;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.(Anulación) - 1211626;1217479;;;-3330371;$26.966,89;-UF  123,50
31-03-2018;Las Condes;Gastos por Arriendos Operacionales;FE-32673-BAÑOS QUIMICOS BIOSAN SPA.;1229086;FE;32673;130000;$26.966,89;UF  4,82
04-04-2018;Las Condes;Gastos por Herramientas Menores;FE-3875-HECTOR URBINA PAREDES;945470;FE;3875;14000;$26.966,89;UF  0,52
24-04-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-586-COMERCIAL FIBOX LTDA.;956566;FE;586;916030;$26.993,84;UF  33,93
25-04-2018;Las Condes;Subcontratos;FE-1197-ANGEL ESPINOZA VARAS Y CIA LTDA;957089;FE;1197;971519;$26.995,64;UF  35,99
25-04-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-2071-ASI LTDA.;957429;FE;2071;115000;$26.995,64;UF  4,26
30-04-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-1031-CONSTRUCTORA MAGA LTDA.;961395;FE;1031;170.000,00;$27.004,63;UF  6,30
30-04-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-158-TRANSPORTES Y COMERCIAL VARGAS Y CIA. LTDA.;963866;FE;158;456.000,00;$27.004,63;UF  16,89
30-04-2018;Las Condes;Telecomunicaciones y Alarmas;FE-9363209-ADT SECURITY SERVICES S.A.;1107726;FE;9363209;48.235,00;$27.004,63;UF  1,79
30-04-2018;Las Condes;Telecomunicaciones y Alarmas;FE-9364191-ADT SECURITY SERVICES S.A.;1107749;FE;9364191;19.089,00;$27.004,63;UF  0,71
17-05-2018;Las Condes;Gastos por Arriendos Operacionales;FE-33633-BAÑOS QUIMICOS BIOSAN SPA.;969409;FE;33633;115.000,00;$27.041,72;UF  4,25
29-05-2018;Las Condes;Subcontratos;FE-314-HORACIO MUSANTE E INGENIEROS SPA;974924;FE;314;135.086,00;$27.073,09;UF  4,99
29-05-2018;Las Condes;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE LAS CONDES;975261;;;998.788,00;$27.073,09;UF  36,89
29-05-2018;Las Condes;Materias Primas de Obras en Ejecució n;TESORERO MUNICIPAL DE LAS CONDES;975261;;;371.419,00;$27.073,09;UF  13,72
30-05-2018;Las Condes;Subcontratos;#¿NOMBRE?;976497;;;3.893.800,00;$27.075,71;UF  143,81
30-05-2018;Las Condes;Subcontratos;Factura de proveedores - Cancelación - P76156051;993310;;;-3.893.800,00;$27.075,71;-UF  143,81
30-05-2018;Las Condes;Subcontratos;FE-599-MORALES Y ROJAS LIMITADA;994376;FE;599;1.420.000,00;$27.075,71;UF  52,45
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;981577;;;29.962,00;$27.078,32;UF  1,11
31-05-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;981577;;;33.058,00;$27.078,32;UF  1,22
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;981577;;;14.082,00;$27.078,32;UF  0,52
31-05-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;981577;;;710.000,00;$27.078,32;UF  26,22
31-05-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;981577;;;109.250,00;$27.078,32;UF  4,03
31-05-2018;Las Condes;Remuneraciones Operacionales;Bono Producción G.;981577;;;179.481,00;$27.078,32;UF  6,63
31-05-2018;Las Condes;Remuneraciones Operacionales;Colación;981577;;;20.000,00;$27.078,32;UF  0,74
31-05-2018;Las Condes;Remuneraciones Operacionales;Movilización;981577;;;16000;$27.078,32;UF  0,59
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;981577;;;41.208,00;$27.078,32;UF  1,52
31-05-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;981577;;;45.466,00;$27.078,32;UF  1,68
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;981577;;;19.368,00;$27.078,32;UF  0,72
31-05-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;981577;;;1.086.835,00;$27.078,32;UF  40,14
31-05-2018;Las Condes;Remuneraciones Operacionales;Horas Extras;981577;;;177.517,00;$27.078,32;UF  6,56
31-05-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;981577;;;109.250,00;$27.078,32;UF  4,03
31-05-2018;Las Condes;Remuneraciones Operacionales;Colación;981577;;;20.000,00;$27.078,32;UF  0,74
31-05-2018;Las Condes;Remuneraciones Operacionales;Movilización;981577;;;16.000,00;$27.078,32;UF  0,59
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;981577;;;45.681,00;$27.078,32;UF  1,69
31-05-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;981577;;;50.401,00;$27.078,32;UF  1,86
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;981577;;;21.470,00;$27.078,32;UF  0,79
31-05-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;981577;;;1.222.265,00;$27.078,32;UF  45,14
31-05-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;981577;;;109.250,00;$27.078,32;UF  4,03
31-05-2018;Las Condes;Remuneraciones Operacionales;Bono Producción G.;981577;;;191.178,00;$27.078,32;UF  7,06
31-05-2018;Las Condes;Remuneraciones Operacionales;Colación;981577;;;20.000,00;$27.078,32;UF  0,74
31-05-2018;Las Condes;Remuneraciones Operacionales;Movilización;981577;;;16.000,00;$27.078,32;UF  0,59
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;981577;;;59.320,00;$27.078,32;UF  2,19
31-05-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;981577;;;65.450,00;$27.078,32;UF  2,42
31-05-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;981577;;;27.881,00;$27.078,32;UF  1,03
31-05-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;981577;;;1.868.097,00;$27.078,32;UF  68,99
31-05-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;981577;;;109.250,00;$27.078,32;UF  4,03
31-05-2018;Las Condes;Remuneraciones Operacionales;Colación;981577;;;20.000,00;$27.078,32;UF  0,74
31-05-2018;Las Condes;Remuneraciones Operacionales;Movilización;981577;;;16.000,00;$27.078,32;UF  0,59
31-05-2018;Las Condes;Gastos por Arriendos Operacionales;FE-1086-CONSTRUCTORA MAGA LTDA.;1229113;FE;1086;130.000,00;$27.078,32;UF  4,80
31-05-2018;Las Condes;Telecomunicaciones y Alarmas;FE-9406292-ADT SECURITY SERVICES S.A.;1185193;FE;9406292;375.961,00;$27.078,32;UF  13,88
01-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-100582-COMERCIAL A Y B LTDA.;1203241;FE;100582;8.138.410,00;$27.080,94;UF  300,52
01-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;Notas de crédito acreedores - P78634910;1203247;NC;100582;-8.138.410,00;$27.080,94;-UF  300,52
01-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-100531-COMERCIAL A Y B LTDA.;1203265;FE;100531;8.163.890,00;$27.080,94;UF  301,46
01-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;Notas de crédito acreedores - P78634910;1203271;NC;100531;-8.163.890,00;$27.080,94;-UF  301,46
01-06-2018;Las Condes;Telecomunicaciones y Alarmas;FE-9446915-ADT SECURITY SERVICES S.A.;1203003;FE;9446915;27.393,00;$27.080,94;UF  1,01
07-06-2018;Las Condes;Insumos Administración;FE-398-HECTOR R. GONZALEZ ROJAS;981142;FE;398;65.000,00;$27.096,65;UF  2,40
08-06-2018;Las Condes;Seguros y Similares;FE-5198852-HDI SEGUROS S.A.;1254806;FE;5198852;3.118.224,00;$27.099,26;UF  115,07
18-06-2018;Las Condes;Subcontratos;FE-5-ATON CONSTRUCCIONES SPA;987821;FE;5;8.828.621,00;$27.126,25;UF  325,46
26-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-3927-DUARTE   DUARTE COMBUST. LTDA.;993629;FE;3927;15.237,00;$27.147,92;UF  0,56
27-06-2018;Las Condes;Subcontratos;FE-6-ATON CONSTRUCCIONES SPA;994375;FE;6;12.391.531,00;$27.150,63;UF  456,40
27-06-2018;Las Condes;Subcontratos;FE-618-MORALES Y ROJAS LIMITADA;994377;FE;618;1.420.000,00;$27.150,63;UF  52,30
28-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-827899-YOLITO BALART HERMANOS LTDA;995552;FE;827899;17.648,00;$27.153,35;UF  0,65
28-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-4268567-ELECTRICIDAD GOBANTES S.A.;995554;FE;4268567;139.200,00;$27.153,35;UF  5,13
28-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-4268568-ELECTRICIDAD GOBANTES S.A.;995559;FE;4268568;31.717,00;$27.153,35;UF  1,17
29-06-2018;Las Condes;Subcontratos;FE-1255-ANGEL ESPINOZA VARAS Y CIA LTDA;996755;FE;1255;325.580,00;$27.156,06;UF  11,99
29-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-185-TRANSPORTES Y COMERCIAL VARGAS Y CIA. LTDA.;1005189;FE;185;73.600,00;$27.156,06;UF  2,71
29-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-16228-PC EXPRESS;1000759;FE;16228;250.224,00;$27.156,06;UF  9,21
29-06-2018;Las Condes;Remuneraciones Operacionales;Movilización;998917;;;13.333,00;$27.156,06;UF  0,49
29-06-2018;Las Condes;Remuneraciones Operacionales;Feriado Proporcional  ($);998917;;;280.215,00;$27.156,06;UF  10,32
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998917;;;59.867,00;$27.156,06;UF  2,20
29-06-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;998917;;;55.145,00;$27.156,06;UF  2,03
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998917;;;28.137,00;$27.156,06;UF  1,04
29-06-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;998917;;;1.556.747,00;$27.156,06;UF  57,33
29-06-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;998917;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Las Condes;Remuneraciones Operacionales;Colación;998917;;;16.667,00;$27.156,06;UF  0,61
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998917;;;141.172,00;$27.156,06;UF  5,20
29-06-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;998917;;;120.520,00;$27.156,06;UF  4,44
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998917;;;51.339,00;$27.156,06;UF  1,89
29-06-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;998917;;;4.937.077,00;$27.156,06;UF  181,80
29-06-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;998917;;;218.500,00;$27.156,06;UF  8,05
29-06-2018;Las Condes;Remuneraciones Operacionales;Colación;998917;;;40.000,00;$27.156,06;UF  1,47
29-06-2018;Las Condes;Remuneraciones Operacionales;Movilización;998917;;;32.000,00;$27.156,06;UF  1,18
29-06-2018;Las Condes;Remuneraciones Operacionales;Feriado Proporcional  ($);998917;;;212.016,00;$27.156,06;UF  7,81
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998917;;;46.472,00;$27.156,06;UF  1,71
29-06-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;998917;;;51.274,00;$27.156,06;UF  1,89
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998917;;;21.842,00;$27.156,06;UF  0,80
29-06-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;998917;;;1.086.835,00;$27.156,06;UF  40,02
29-06-2018;Las Condes;Remuneraciones Operacionales;Horas Extras;998917;;;291.635,00;$27.156,06;UF  10,74
29-06-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;998917;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Las Condes;Remuneraciones Operacionales;Bono Producción;998917;;;61.350,00;$27.156,06;UF  2,26
29-06-2018;Las Condes;Remuneraciones Operacionales;Colación;998917;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Las Condes;Remuneraciones Operacionales;Movilización;998917;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Las Condes;Remuneraciones Operacionales;Feriado Proporcional  ($);998917;;;124.624,00;$27.156,06;UF  4,59
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;998917;;;29.959,00;$27.156,06;UF  1,10
29-06-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;998917;;;33.055,00;$27.156,06;UF  1,22
29-06-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;998917;;;14.081,00;$27.156,06;UF  0,52
29-06-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;998917;;;710.000,00;$27.156,06;UF  26,15
29-06-2018;Las Condes;Remuneraciones Operacionales;Horas Extras;998917;;;27.611,00;$27.156,06;UF  1,02
29-06-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;998917;;;109.250,00;$27.156,06;UF  4,02
29-06-2018;Las Condes;Remuneraciones Operacionales;Bono Producción G.;998917;;;151.773,00;$27.156,06;UF  5,59
29-06-2018;Las Condes;Remuneraciones Operacionales;Colación;998917;;;20.000,00;$27.156,06;UF  0,74
29-06-2018;Las Condes;Remuneraciones Operacionales;Movilización;998917;;;16.000,00;$27.156,06;UF  0,59
29-06-2018;Las Condes;Remuneraciones Operacionales;Feriado Proporcional  ($);998917;;;101.994,00;$27.156,06;UF  3,76
29-06-2018;Las Condes;Gastos por Arriendos Operacionales;FE-33764-BAÑOS QUIMICOS BIOSAN SPA.;1005315;FE;33764;115.000,00;$27.156,06;UF  4,23
29-06-2018;Las Condes;Gastos por Herramientas Menores;FE-8-JULIO IBAZETA Y COMPAÑIA LTDA;1018652;FE;8;510.500,00;$27.156,06;UF  18,80
30-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-95237-LUREYE ARRIENDOS LTDA.;1018651;FE;95237;135.000,00;$27.158,77;UF  4,97
30-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-182023-HORMIGONES BICENTENARIO S.A.;1012406;FE;182023;2.271.552,00;$27.158,77;UF  83,64
30-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-100744-COMERCIAL A Y B LTDA.;997702;FE;100744;8.163.890,00;$27.158,77;UF  300,60
30-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-91503726-SODIMAC S.A.;998789;FE;91503726;48.579,00;$27.158,77;UF  1,79
30-06-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-3971-DUARTE   DUARTE COMBUST. LTDA.;1002149;FE;3971;20.685,00;$27.158,77;UF  0,76
30-06-2018;Las Condes;Gastos por Arriendos Operacionales;FE-1149-CONSTRUCTORA MAGA LTDA.;1229121;FE;1149;15.000,00;$27.158,77;UF  0,55
30-06-2018;Las Condes;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1000995;;;1.196.815,00;$27.158,77;UF  44,07
30-06-2018;Las Condes;Gastos por Arriendos Operacionales;FE-95237-LUREYE ARRIENDOS LTDA.;1018651;FE;95237;403.000,00;$27.158,77;UF  14,84
30-06-2018;Las Condes;Gastos por Arriendos Operacionales;FE-1149-CONSTRUCTORA MAGA LTDA.;1229121;FE;1149;115.000,00;$27.158,77;UF  4,23
30-06-2018;Las Condes;Gastos por Herramientas Menores;FE-842431-PATRICIO LIOI Y CIA LTDA;1047618;FE;842431;284.528,00;$27.158,77;UF  10,48
01-07-2018;Las Condes;Gastos por Arriendos Operacionales;TRANSPORTES Const. LTDA.;1019313;;;3.385.719,00;$27.161,48;UF  124,65
05-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-100862-COMERCIAL A Y B LTDA.;997703;FE;100862;4.378.640,00;$27.172,33;UF  161,14
05-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-100841-COMERCIAL A Y B LTDA.;997706;FE;100841;4.360.020,00;$27.172,33;UF  160,46
05-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE--COMERCIAL A Y B LTDA.;997696;FE;;8.138.410,00;$27.172,33;UF  299,51
05-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE--COMERCIAL A Y B LTDA.;997699;FE;;8.163.890,00;$27.172,33;UF  300,45
05-07-2018;Las Condes;Recreación y Bienestar;COMPAÑIA DE SEGUROS VIDA CAMARA S.A.;997866;;;38.576,00;$27.172,33;UF  1,42
06-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-3872-JUAN ELIAS MORENO SABAT;998791;FE;3872;37.842,00;$27.175,04;UF  1,39
06-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-245080-DICOMAC LTDA;998792;FE;245080;3.908,00;$27.175,04;UF  0,14
06-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;CAJA CHICA Las Condes;998793;;;30.800,00;$27.175,04;UF  1,13
06-07-2018;Las Condes;Insumos Administración;FE-3030-IMPRESION DIGITAL E INFORMATICA SP;998807;FE;3030;600.000,00;$27.175,04;UF  22,08
10-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-452-EMP. GAMMA INGENIERIA Y CONSTRUCCION SPA;1000543;FE;452;200.000,00;$27.184,07;UF  7,36
10-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-452-EMP. GAMMA INGENIERIA Y CONSTRUCCION SPA;1000543;FE;452;450.000,00;$27.184,07;UF  16,55
10-07-2018;Las Condes;Gastos por Herramientas Menores;FE-86-JULIO IBAZETA Y COMPAÑIA LTDA;1000900;FE;86;98.440,00;$27.184,07;UF  3,62
11-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-4017-DUARTE   DUARTE COMBUST. LTDA.;1002148;FE;4017;27.783,00;$27.184,94;UF  1,02
11-07-2018;Las Condes;Subcontratos;FE-8-ATON CONSTRUCCIONES SPA;1002309;FE;8;900.000,00;$27.184,94;UF  33,11
11-07-2018;Las Condes;Subcontratos;FE-9-ATON CONSTRUCCIONES SPA;1002311;FE;9;960.000,00;$27.184,94;UF  35,31
11-07-2018;Las Condes;Subcontratos;FE-7-ATON CONSTRUCCIONES SPA;1001992;FE;7;8.392.169,00;$27.184,94;UF  308,71
12-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-101046-COMERCIAL A Y B LTDA.;1002657;FE;101046;8.163.890,00;$27.185,82;UF  300,30
12-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-14540-ISAMIT MAQUINARIA S.A.;1003138;FE;14540;132.000,00;$27.185,82;UF  4,86
12-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-14541-ISAMIT MAQUINARIA S.A.;1003143;FE;14541;988.000,00;$27.185,82;UF  36,34
13-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-91711433-SODIMAC S.A.;1003564;FE;91711433;57.050,00;$27.186,70;UF  2,10
13-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-1256-GUILLERMO ANTONIO PENOLZA ESCOBAR;1003565;FE;1256;1.714,00;$27.186,70;UF  0,06
13-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-17151-SERVICIOS ARKIPLOT LTDA.;1003566;FE;17151;7.261,00;$27.186,70;UF  0,27
13-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-1122-WEBER & WEBER LTDA.;1003567;FE;1122;150000;$27.186,70;UF  5,52
13-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;CAJA CHICA Las Condes;1003568;;;63.281,00;$27.186,70;UF  2,33
17-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Factura de proveedores - Cancelación - P77862330;1270625;;;-18.235,00;$27.190,20;-UF  0,67
17-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE--DISTRIBUID. Y COMERCIALIZ. M.G LTDA;1266526;FE;;18.235,00;$27.190,20;UF  0,67
18-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-34179-BAÑOS QUIMICOS BIOSAN SPA.;1005306;FE;34179;230.000,00;$27.191,08;UF  8,46
18-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-34188-BAÑOS QUIMICOS BIOSAN SPA.;1005309;FE;34188;115.000,00;$27.191,08;UF  4,23
18-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-34137-BAÑOS QUIMICOS BIOSAN SPA.;1005312;FE;34137;115.000,00;$27.191,08;UF  4,23
18-07-2018;Las Condes;Telecomunicaciones y Alarmas;FE-62070023-TELEFONICA MOVIL CHILE S.A.;1005774;FE;62070023;28.566,00;$27.191,08;UF  1,05
18-07-2018;Las Condes;Seguros y Similares;FE-5243890-HDI SEGUROS S.A.;1254800;FE;5243890;13.973.176,00;$27.191,08;UF  513,89
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;error;1008156;;;227.335,00;$27.195,46;UF  8,36
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008167;;;1224588;$27.195,46;UF  45,03
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008172;;;394.052,00;$27.195,46;UF  14,49
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008174;;;6.357.810,00;$27.195,46;UF  233,78
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008181;;;164.430,00;$27.195,46;UF  6,05
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008182;;;215470;$27.195,46;UF  7,92
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008275;;;545078;$27.195,46;UF  20,04
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008276;;;1.567.652,00;$27.195,46;UF  57,64
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008277;;;126.150,00;$27.195,46;UF  4,64
23-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1008278;;;277.200,00;$27.195,46;UF  10,19
24-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;CAJA CHICA Las Condes;1008654;;;47.822,00;$27.196,34;UF  1,76
24-07-2018;Las Condes;Diferencia de Precio;FE-73282-CASA MUSA ELECTRONICA S.A.;1008373;FE;73282;-645;$27.196,34;-UF  0,02
25-07-2018;Las Condes;Gastos por Arriendos Operacionales;FE-14594-ISAMIT MAQUINARIA S.A.;1009665;FE;14594;679300;$27.197,22;UF  24,98
26-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;Edificio Las Condes;1009802;;;117900;$27.198,09;UF  4,33
26-07-2018;Las Condes;Servicios Básicos;ENEL DISTRIBUCION CHILE S.A. 710412-K;1010090;;;117379;$27.198,09;UF  4,32
27-07-2018;Las Condes;Subcontratos;FE-10-ATON CONSTRUCCIONES SPA;1010836;FE;10;10483241;$27.198,97;UF  385,43
29-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-39472-DISTRIBUID. Y COMERCIALIZ. M.G LTDA;1016968;FE;39472;35042;$27.200,72;UF  1,29
30-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-92027-FERRETERIA MARSELLA SPA.;1012489;FE;92027;57.000,00;$27.201,60;UF  2,10
30-07-2018;Las Condes;Subcontratos;FE-1306-ASEO INDUSTRIAL DURALIMP LIMITADA;1011767;FE;1306;180.000,00;$27.201,60;UF  6,62
30-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-182348-HORMIGONES BICENTENARIO S.A.;1012449;FE;182348;5.406.768,00;$27.201,60;UF  198,77
30-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-184895-HORMIGONES BICENTENARIO S.A.;1012479;FE;184895;3629228;$27.201,60;UF  133,42
30-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-185965-HORMIGONES BICENTENARIO S.A.;1012503;FE;185965;5706135;$27.201,60;UF  209,77
30-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-186076-HORMIGONES BICENTENARIO S.A.;1012509;FE;186076;2.589.280,00;$27.201,60;UF  95,19
30-07-2018;Las Condes;Subcontratos;FE-445-ESTEBAN RODRIGUEZ JIMENEZ;1011812;FE;445;5.618.201,00;$27.201,60;UF  206,54
30-07-2018;Las Condes;Subcontratos;FE-632-MORALES Y ROJAS LIMITADA;1011747;FE;632;1.420.000,00;$27.201,60;UF  52,20
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-101224-COMERCIAL A Y B LTDA.;1013708;FE;101224;735490;$27.202,48;UF  27,04
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-101225-COMERCIAL A Y B LTDA.;1013710;FE;101225;1.697.850,00;$27.202,48;UF  62,42
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-193-TRANSPORTES Y COMERCIAL VARGAS Y CIA. LTDA.;1017731;FE;193;9.062.000,00;$27.202,48;UF  333,13
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-182143-HORMIGONES BICENTENARIO S.A.;1013990;FE;182143;4340865;$27.202,48;UF  159,58
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-35725-MARIA VARGAS AHUMADA.;1012692;FE;35725;32.708,00;$27.202,48;UF  1,20
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;CAJA CHICA Las Condes;1012699;;;278807;$27.202,48;UF  10,25
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-101226-COMERCIAL A Y B LTDA.;1013713;FE;101226;60.000,00;$27.202,48;UF  2,21
31-07-2018;Las Condes;Materias Primas de Obras en Ejecució n;FE-38469-DISTRIBUID. Y COMERCIALIZ. M.G LTDA;1016996;FE;38469;138654;$27.202,48;UF  5,10
31-07-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;1018184;;;46.012,00;$27.202,48;UF  1,69
31-07-2018;Las Condes;Remuneraciones Operacionales;Mutual de Seguridad;1018184;;;50.766,00;$27.202,48;UF  1,87
31-07-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador S.I.S.;1018184;;;23.466,00;$27.202,48;UF  0,86
31-07-2018;Las Condes;Remuneraciones Operacionales;Sueldo Base;1018184;;;1.078.799,00;$27.202,48;UF  39,66
31-07-2018;Las Condes;Remuneraciones Operacionales;Horas Extras;1018184;;;15.789,00;$27.202,48;UF  0,58
31-07-2018;Las Condes;Remuneraciones Operacionales;Gratificación Legal;1018184;;;215.982,00;$27.202,48;UF  7,94
31-07-2018;Las Condes;Remuneraciones Operacionales;Bono Producción G.;1018184;;;223147;$27.202,48;UF  8,20
31-07-2018;Las Condes;Remuneraciones Operacionales;Colación;1018184;;;38.666,00;$27.202,48;UF  1,42
31-07-2018;Las Condes;Remuneraciones Operacionales;Movilización;1018184;;;30.934,00;$27.202,48;UF  1,14
31-07-2018;Las Condes;Remuneraciones Operacionales;Aporte Empleador Seg de Cesant;1018184;;;30.300,00;$27.202,48;UF  1,11
